#UniProtKBID	EntrezGeneID	GeneSymbol	DrugBankIDs
P31939	471	PUR9	DB02309;DB03442;DB01700;DB04057;DB01972;DB00563;DB00642;DB00116;
Q13315	472	ATM	DB00201;
Q9P2R6	473	RERE
Q92858	474	ATOH1
O00244	475	ATOX1	DB03127;DB00515;DB09130;DB02772;
P05023	476	AT1A1	DB00511;DB01430;DB01370;DB14517;DB14518;DB01244;DB01158;DB01188;DB01078;DB01119;DB01396;DB00390;DB00903;DB00774;DB06157;DB13996;DB01378;DB13749;DB14515;DB14514;DB01092;DB14500;DB14498;DB01345;DB13620;DB14499;DB09479;DB01021;
P50993	477	AT1A2	DB01092;DB09479;
P13637	478	AT1A3	DB01092;DB09479;
P54707	479	AT12A
Q13733	480	AT1A4	DB09479;
P05026	481	AT1B1	DB09479;
P14415	482	AT1B2	DB09479;
P54709	483	AT1B3	DB09479;
P54710	486	ATNG	DB00606;DB13620;DB09479;DB11590;
O14983	487	AT2A1	DB07604;DB04638;DB03909;DB04444;
P16615	488	AT2A2	DB06157;
Q93084	489	AT2A3
P20020	490	AT2B1
Q01814	491	AT2B2
Q16720	492	AT2B3
P23634	493	AT2B4
P20648	495	ATP4A	DB05351;DB00736;DB00448;DB00338;DB00213;DB13620;DB01129;
P51164	496	ATP4B	DB05351;DB13620;
P25705	498	ATPA	DB07384;DB11638;DB07394;DB08629;DB08399;DB04216;
P49419	501	AL7A1	DB11638;DB00157;
P06576	506	ATPB	DB07384;DB07394;DB08949;DB08629;DB12695;DB08399;DB04216;
P36542	509	ATPG	DB07384;DB07394;DB08629;DB08399;DB04216;
P30049	513	ATPD	DB01189;DB00228;DB01159;DB00753;DB13749;DB01028;DB01236;
P56381	514	ATP5E
P24539	515	AT5F1
P05496	516	AT5G1
Q06055	517	AT5G2
P48201	518	AT5G3
P56385	521	ATP5I	DB12695;
P18859	522	ATP5J
P38606	523	VATA	DB00630;DB06733;DB06734;DB01077;DB01133;
P15313	525	VATB1
P21281	526	VATB2	DB07347;DB05260;
P27449	527	VATL
P21283	528	VATC1	DB01694;DB09552;
P36543	529	VATE1
Q99437	533	VATO
O95670	534	VATG2
Q93050	535	VPP1
Q15904	537	VAS1
Q04656	538	ATP7A	DB00958;DB00515;DB09130;DB00526;
P48047	539	ATPO	DB11638;
P35670	540	ATP7B	DB00958;DB00515;DB09130;DB00526;
Q13535	545	ATR
P46100	546	ATRX
Q12756	547	KIF1A	DB03909;DB04395;
Q13825	549	AUHM
Q9Y679	550	AUP1
P01185	551	NEU2
P37288	552	V1AR	DB09059;DB00872;DB00035;DB00093;DB14642;DB05452;DB13929;DB02638;DB06212;DB00067;
P47901	553	V1BR	DB09059;DB00035;DB14642;DB05452;DB05455;DB02638;DB00067;
P30518	554	V2R	DB09059;DB00872;DB00035;DB14642;DB05091;DB05838;DB02638;DB06212;DB00067;
P30530	558	UFO	DB12010;DB12141;
P25311	563	ZA2G	DB09130;DB03721;
P20160	566	CAP7
P61769	567	B2MG	DB02740;DB09130;DB04464;DB11130;
Q14032	570	BAAT	DB00145;DB05990;DB01956;
O14867	571	BACH1
Q92934	572	BAD	DB12340;
Q99933	573	BAG1	DB07045;
O14514	575	AGRB1
O60241	576	AGRB2
O60242	577	AGRB3
Q16611	578	BAK
P78367	579	NKX32
Q99728	580	BARD1
Q07812	581	BAX
Q8NFJ9	582	BBS1
Q9BXC9	583	BBS2
Q96RK4	585	BBS4
P54687	586	BCAT1	DB00996;DB00142;DB00167;DB00149;DB07544;DB00114;DB00161;
O15382	587	BCAT2	DB04074;DB00142;DB00167;DB00149;DB02635;DB00114;DB02142;
P06276	590	CHLE	DB08200;DB08201;DB03814;DB07940;DB03672;DB08897;DB01122;DB06692;DB01408;DB11148;DB03568;DB04250;DB06774;DB01161;DB00856;DB00477;DB00122;DB14006;DB00527;DB00515;DB04920;DB00907;DB00979;DB01245;DB00944;DB11397;DB00711;DB02811;DB00449;DB07681;DB00843;DB01135;DB01057;DB01010;DB01364;DB03822;DB08658;DB00674;DB06756;DB00941;DB00762;DB00677;DB01221;DB00772;DB00888;DB00358;DB02845;DB08893;DB01226;DB09205;DB01400;DB00585;DB00892;DB01337;DB00082;DB00183;DB00790;DB04892;DB03976;DB01338;DB00733;DB01035;DB00721;DB00392;DB09288;DB00545;DB00178;DB05386;DB00989;DB05875;DB00202;DB00391;DB00382;DB00871;DB04572;DB14031;DB00620;DB00508;DB01116;DB01199;
P12694	593	ODBA
P21953	594	ODBB
P24385	595	CCND1	DB00945;DB01169;DB11718;
P10415	596	BCL2	DB06307;DB09213;DB01248;DB08871;DB06756;DB01050;DB09401;DB12340;DB12191;DB01229;DB05297;DB01367;DB11581;
Q16548	597	B2LA1
Q07817	598	B2CL1	DB07108;DB13044;DB09401;
Q92843	599	B2CL2	DB12340;
P20749	602	BCL3
P41182	604	BCL6
Q4VC05	605	BCL7A
O00512	607	BCL9
Q02223	608	TNR17
Q9UL51	610	HCN2	DB02527;DB02315;DB09083;
P11274	613	BCR	DB06616;DB01254;DB00619;DB08901;
Q9Y276	617	BCS1
Q02338	622	BDH	DB00157;
P46663	623	BKRB1	DB01197;DB09477;DB00178;DB01593;DB14487;DB14533;
P30411	624	BKRB2	DB05038;DB06196;DB06549;
P23560	627	BDNF	DB09301;DB09130;DB05047;DB11823;
P00751	629	CFAB	DB02459;DB04491;DB06503;DB01593;DB14487;DB14533;
Q12934	631	BFSP1
P02818	632	OSTCN	DB05260;DB03847;DB00170;DB01022;
P21810	633	PGS1
P13688	634	CEAM1	DB00113;
Q93088	635	BHMT1	DB04272;DB00134;DB02337;
Q96G01	636	BICD1
P55957	637	BID
Q13323	638	BIK
O75626	639	PRDM1
P51451	640	BLK	DB12010;DB15035;
P54132	641	BLM
Q13867	642	BLMH	DB00290;
P32302	643	CXCR5
P53004	644	BIEA	DB00157;
P30043	645	BLVRB	DB02073;DB03247;DB04345;DB04363;DB00157;DB03461;DB00140;
Q01954	646	BNC1
P35226	648	BMI1
P13497	649	BMP1
P12643	650	BMP2
P12645	651	BMP3
P12644	652	BMP4	DB01373;
P22003	653	BMP5
P22004	654	BMP6
P18075	655	BMP7
P34820	656	BMP8B
P36894	657	BMR1A	DB11639;
O00238	658	BMR1B	DB12010;
Q13873	659	BMPR2	DB11639;DB12010;
P51813	660	BMX	DB12010;DB15035;
P05423	661	RPC4
Q12981	662	SEC20
Q12982	663	BNIP2
Q12983	664	BNIP3
O60238	665	BNI3L
Q9UMX3	666	BOK
Q03001	667	DYST
P58012	668	FOXL2
P07738	669	PMGE
Q86WA6	670	BPHL	DB03380;
P17213	671	BPI	DB04178;
P38398	672	BRCA1
P15056	673	BRAF	DB08553;DB08912;DB11718;DB12010;DB07000;DB06999;DB05984;DB08896;DB00398;DB08881;DB05190;
P51587	675	BRCA2
Q58F21	676	BRDT
Q07352	677	TISB
P47974	678	TISD
P35613	682	BASI
Q10588	683	BST1	DB02930;DB02483;DB03732;DB02701;DB03227;
Q10589	684	BST2
P35070	685	BTC
P43251	686	BTD
Q13886	687	KLF9
Q13887	688	KLF5
P20290	689	BTF3
P62324	694	BTG1
Q06187	695	BTK	DB11703;DB01254;DB12010;DB09053;DB01863;DB05204;DB15035;
Q13410	696	BT1A1
O43683	699	BUB1
O60566	701	BUB1B
Q13895	705	BYST
P30536	706	TSPO	DB00404;DB01178;DB01068;DB00628;DB00829;DB01544;DB01587;DB00186;DB00231;DB00897;DB00962;DB01198;
Q07021	708	C1QBP	DB09130;DB08818;
P05155	710	IC1	DB09130;DB05961;
P02745	712	C1QA	DB00054;DB00092;DB00087;DB00074;DB00112;DB00002;DB00111;DB00095;DB00005;DB00056;DB00078;DB00075;DB00108;DB00110;DB00081;DB00072;
P02746	713	C1QB	DB00054;DB00092;DB00087;DB00074;DB00112;DB00002;DB00111;DB00095;DB00005;DB00056;DB00078;DB00075;DB00108;DB00110;DB00081;DB00072;DB01593;DB14487;DB14533;
P02747	714	C1QC	DB00054;DB00092;DB00087;DB00074;DB00112;DB00002;DB09130;DB00111;DB00095;DB00005;DB00056;DB00078;DB00075;DB00108;DB00110;DB00081;DB00072;DB01593;DB14487;DB14533;
P00736	715	C1R	DB00054;DB00092;DB00087;DB00074;DB00112;DB00002;DB09228;DB00111;DB00095;DB00005;DB12831;DB00056;DB06404;DB00078;DB00075;DB00108;DB00110;DB00081;DB00072;DB01593;DB14487;DB14533;
P09871	716	C1S	DB02371;DB00054;DB00074;DB00002;DB09228;DB09130;DB00005;DB12831;DB00056;DB06404;DB00078;DB00075;DB00072;DB01593;DB14487;DB14533;
P06681	717	CO2
P01024	718	CO3	DB09130;DB00028;DB06492;DB01915;DB01593;DB14487;DB14533;
Q16581	719	C3AR
P0C0L4	720721	CO4A	DB00028;
P0C0L5	721	CO4B	DB09130;DB00028;DB01593;DB14487;DB14533;
P04003	722	C4BPA	DB09130;DB01593;DB14487;DB14533;
P20851	725	C4BPB	DB01593;DB14487;DB14533;
O15484	726	CAN5
P01031	727	CO5	DB09130;DB01257;DB00028;DB11580;DB01593;DB14487;DB14533;
P21730	728	C5AR1
P13671	729	CO6
P10643	730	CO7
P07357	731	CO8A	DB01593;DB14487;DB14533;
P07358	732	CO8B	DB09130;DB01593;DB14487;DB14533;
P07360	733	CO8G	DB04272;DB03017;DB01593;DB14487;DB14533;
Q9Y236	734	OSGI2
P02748	735	CO9	DB09130;
Q9UID3	738	VPS51
Q13405	740	RM49
Q9UHR6	741	ZNHI2
Q15777	744	MPPD2
Q9Y2G1	745	MYRF
Q9Y4D2	747	DGLA
O95466	752	FMNL1
O15165	753	LRAD4
P53801	754	PTTG
O43822	755	CF410
O15442	758	MPPD1
P00915	759	CAH1	DB08156;DB00819;DB00381;DB00436;DB00562;DB01194;DB00880;DB00310;DB00606;DB01119;DB01144;DB00869;DB08846;DB01031;DB00311;DB08157;DB00774;DB00703;DB00423;DB00232;DB08155;DB01325;DB09460;DB09472;DB00273;DB01021;DB01593;DB14487;DB00909;
P00918	760	CAH2	DB07596;DB03333;DB08418;DB04081;DB08416;DB02479;DB03950;DB03594;DB03294;DB04763;DB03270;DB08083;DB06954;DB08659;DB08046;DB02087;DB08156;DB04203;DB04394;DB08782;DB04549;DB02221;DB04180;DB03039;DB02861;DB02429;DB08202;DB04600;DB04601;DB07467;DB01784;DB03385;DB03697;DB04002;DB07632;DB07050;DB06891;DB08645;DB08765;DB00819;DB03262;DB03598;DB03877;DB04089;DB01964;DB03526;DB04371;DB02220;DB03221;DB02602;DB02535;DB00436;DB00562;DB01194;DB00482;DB00880;DB02679;DB00606;DB02866;DB01119;DB01144;DB00869;DB08846;DB01031;DB00311;DB08157;DB01942;DB00695;DB00774;DB08165;DB02292;DB03975;DB00703;DB00232;DB02610;DB07742;DB03844;DB02069;DB02986;DB08301;DB07048;DB03596;DB07476;DB01748;DB08155;DB01671;DB07710;DB01325;DB09460;DB09472;DB02894;DB00391;DB08329;DB07363;DB00273;DB01021;DB03904;DB00580;DB14533;DB00909;
P07451	761	CAH3	DB00819;DB01194;DB00482;DB01144;DB00869;DB08846;DB00311;DB00703;DB12418;DB00391;DB00273;DB00580;DB00909;
P22748	762	CAH4	DB00819;DB00436;DB00562;DB01194;DB00606;DB01144;DB00869;DB08846;DB00311;DB00774;DB00703;DB00232;DB09460;DB00273;DB01021;DB00909;
P35218	763	CAH5A	DB03385;DB01194;DB08846;DB00909;
P23280	765	CAH6	DB08846;DB06795;DB00909;
P35219	767	CAH8	DB00909;
Q16790	768	CAH9	DB00562;DB08846;DB05304;DB00774;DB09460;DB00909;
O75493	770	CAH11	DB00909;
O43570	771	CAH12	DB00819;DB00562;DB08846;DB00774;DB00909;
O00555	773	CAC1A	DB09231;DB01244;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB06446;DB00153;DB09236;DB00825;DB00836;DB09238;DB00252;DB00421;DB09089;DB00661;
Q00975	774	CAC1B	DB08838;DB00381;DB09231;DB13746;DB11148;DB09232;DB05950;DB00153;DB00996;DB01202;DB05885;DB00421;DB00661;
Q13936	775	CAC1C	DB00381;DB09229;DB09227;DB09231;DB13746;DB11148;DB01373;DB11093;DB11348;DB14481;DB09232;DB00568;DB04920;DB00343;DB04855;DB06751;DB09235;DB00153;DB00898;DB01023;DB13961;DB00308;DB11633;DB00270;DB09236;DB09237;DB00825;DB00653;DB09238;DB01388;DB00622;DB01115;DB06712;DB00393;DB00401;DB01054;DB00252;DB12278;DB00243;DB00421;DB00273;DB09089;DB00661;
Q01668	776	CAC1D	DB09229;DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB00568;DB04920;DB04855;DB00153;DB00898;DB01023;DB13961;DB00270;DB09236;DB09237;DB00825;DB09238;DB01388;DB00622;DB01115;DB06712;DB00393;DB00401;DB01054;DB00252;DB00243;DB00421;DB00273;DB09089;
Q15878	777	CAC1E	DB13746;DB11148;DB11093;DB11348;DB14481;DB00153;DB00555;DB00421;DB00273;
O60840	778	CAC1F	DB09229;DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB00568;DB04920;DB04855;DB00153;DB13961;DB09236;DB00825;DB09238;DB01388;DB00393;DB00252;DB00243;DB00421;DB00273;DB09089;
Q13698	779	CAC1S	DB09229;DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB00568;DB04920;DB04855;DB00153;DB00898;DB01023;DB13961;DB00270;DB09236;DB00825;DB00653;DB09238;DB01388;DB01115;DB06712;DB00393;DB00401;DB01054;DB00252;DB09090;DB00243;DB00421;DB00273;DB09089;
Q08345	780	DDR1	DB12010;DB00619;
P54289	781	CA2D1	DB13746;DB11148;DB04838;DB00153;DB01023;DB00996;DB08872;DB00308;DB00270;DB00653;DB00622;DB01115;DB06712;DB00401;DB01054;DB00230;DB00421;
Q02641	782	CACB1	DB00381;DB09230;DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB04855;DB00153;DB00898;DB13961;DB00308;DB09236;DB00825;DB00653;DB09238;DB01388;DB00393;DB00252;DB00243;DB00421;DB00273;DB09089;
Q08289	783	CACB2	DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB04855;DB00153;DB01023;DB13961;DB00270;DB09236;DB00825;DB00653;DB09238;DB01388;DB00622;DB01115;DB06712;DB00393;DB00401;DB01054;DB00252;DB00243;DB00421;DB00273;DB09089;
P54284	784	CACB3	DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB04855;DB00153;DB13961;DB09236;DB00825;DB09238;DB01388;DB00393;DB00252;DB00243;DB00421;DB00273;DB09089;
O00305	785	CACB4	DB09231;DB13746;DB11148;DB11093;DB11348;DB14481;DB09232;DB04855;DB00153;DB13961;DB09236;DB00825;DB09238;DB01388;DB00393;DB00252;DB00243;DB00421;DB00273;DB09089;
Q06432	786	CCG1	DB13746;DB11148;DB00343;DB00153;DB00898;DB04842;DB00308;DB00528;DB00653;DB01054;DB00421;
O43772	788	MCAT	DB00583;
P27708	790	PYR1	DB00128;DB00130;DB03459;
P05937	793	CALB1	DB11093;DB11348;DB14481;
P22676	794	CALB2	DB11093;DB13800;DB11348;DB14481;
P29377	795	S100G	DB11093;DB11348;DB14481;DB04464;
P01258	796	CALC
P06881	796	CALCA	DB14040;DB14041;DB14042;DB04869;DB12228;
P30988	799	CALCR	DB01278;DB00017;
Q05682	800	CALD1
P0DP23	801805808	CALM1	DB08039;DB03900;DB02868;DB01429;DB01244;DB01373;DB11093;DB13800;DB11348;DB14481;DB00477;DB00527;DB01023;DB04841;DB00623;DB00753;DB00836;DB01065;DB08231;DB04513;DB03977;DB00622;DB01115;DB00850;DB00925;DB01100;DB04825;DB01069;DB00831;
P0DP24	801805808	CALM2	DB11093;DB11348;DB14481;
P0DP25	801805808	CALM3	DB11093;DB11348;DB14481;
P27482	810	CALL3
P27797	811	CALR	DB00025;DB11093;DB11348;DB14481;DB09130;DB13949;DB06245;DB13998;DB01065;DB13999;DB00031;DB14520;
O43852	813	CALU
Q16566	814	KCC4	DB07676;DB07664;
Q9UQM7	815	KCC2A	DB07766;DB04447;DB12010;DB04119;
Q13554	816	KCC2B	DB07168;DB12010;
Q13557	817	KCC2D	DB08039;DB07853;DB12010;
Q13555	818	KCC2G	DB08699;DB06616;DB12010;
P49069	819	CAMLG	DB00091;
P49913	820	CAMP	DB02345;
P27824	821	CALX	DB00025;DB11093;DB11348;DB14481;DB06245;DB13998;DB13999;DB00031;
P40121	822	CAPG
P07384	823	CAN1	DB07627;DB04653;DB04276;
P17655	824	CAN2
P20807	825	CAN3	DB06124;
P04632	826	CPNS1	DB02570;
Q9Y6Q1	827	CAN6
P52907	829	CAZA1
P47755	830	CAZA2
P20810	831	ICAL	DB11638;DB01373;
P47756	832	CAPZB
P49589	833	SYCC	DB00151;
P29466	834	CASP1	DB07733;DB07916;DB00945;DB05408;DB05301;DB01017;DB04875;DB05507;DB07744;
P42575	835	CASP2
P42574	836	CASP3	DB08498;DB08497;DB08213;DB06862;DB08251;DB03124;DB08229;DB00945;DB05408;DB13751;DB07696;DB01017;DB08499;
P49662	837	CASP4
P51878	838	CASP5
P55212	839	CASP6
P55210	840	CASP7	DB05408;DB03384;
Q14790	841	CASP8	DB12651;
P55211	842	CASP9
Q92851	843	CASPA
O14958	845	CASQ2	DB11093;DB11348;DB14481;
P41180	846	CASR	DB11093;DB11348;DB14481;DB01012;DB12865;DB00994;DB05695;DB05255;DB00127;
P04040	847	CATA	DB09116;DB09061;DB13257;DB01213;DB11091;DB14009;DB14011;
Q03135	857	CAV1
P51636	858	CAV2
P56539	859	CAV3
Q13950	860	RUNX2
Q01196	861	RUNX1
Q06455	862	MTG8
O75081	863	MTG16
Q13761	864	RUNX3
Q13951	865	PEBB
P08185	866	CBG	DB00240;DB00394;DB01222;DB01410;DB09130;DB05688;DB00687;DB00663;DB00180;DB00591;DB01047;DB00324;DB00846;DB13867;DB08906;DB00588;DB00741;DB14538;DB14539;DB14540;DB14541;DB14542;DB14543;DB14544;DB09124;DB00253;DB00648;DB01384;DB00860;DB15566;DB00635;DB00896;DB00620;DB00596;DB01593;DB14487;DB14533;
P22681	867	CBL
Q13191	868	CBLB
P23435	869	CBLN1
P50454	871	SERPH
P16152	873	CBR1	DB03556;DB04463;DB00414;DB06263;DB11672;DB14635;DB12161;DB00997;DB01039;DB00502;DB03394;DB09212;DB01046;DB00776;DB04216;DB02709;DB01698;DB05197;DB04844;
O75828	874	CBR3	DB12161;DB00997;DB00776;
P0DN79	875	CBSL
P35520	875	CBS	DB00118;DB00151;DB00114;DB00133;
Q13939	881	CALI
Q16773	883	KAT1	DB02556;DB07950;DB00130;DB04083;DB00114;DB02142;
P06307	885	CCKN
P32238	886	CCKAR	DB00403;DB08862;DB04856;DB04867;
P32239	887	GASR	DB08862;DB00183;
O00522	889	KRIT1
P20248	890	CCNA2	DB08463;DB08285;DB07137;DB07852;DB08527;DB08355;DB06948;DB08248;DB08309;DB02915;DB02091;DB08178;DB08182;DB08241;DB06844;DB08219;DB07533;DB07538;DB07534;DB07539;DB08572;DB07688;DB07471;DB07203;DB08233;DB02407;DB02833;DB08218;DB06944;DB07562;DB07164;DB07126;DB08694;
P14635	891	CCNB1
P24863	892	CCNC
P30279	894	CCND2
P30281	896	CCND3
P24864	898	CCNE1
P41002	899	CCNF
P51959	900	CCNG1
Q16589	901	CCNG2
P51946	902	CCNH
O60563	904	CCNT1
O60583	905	CCNT2
P40227	908	TCPZ
P06126	909	CD1A	DB00098;
P29016	910	CD1B
P29017	911	CD1C
P15813	912	CD1D	DB04661;
P15812	913	CD1E
P06729	914	CD2	DB00092;DB06371;
P04234	915	CD3D	DB09052;DB00075;
P07766	916	CD3E	DB06607;DB00075;
P09693	917	CD3G	DB00075;
P20963	919	CD3Z	DB00075;
P01730	920	CD4	DB00098;DB06241;DB12698;
P06127	921	CD5
O43866	922	CD5L
P30203	923	CD6
P09564	924	CD7
P01732	925	CD8A
P10966	926	CD8B
P21926	928	CD9	DB05398;
P08571	929	CD14
P15391	930	CD19	DB13915;DB09052;DB06342;DB13881;
P11836	931	CD20	DB00078;DB08935;DB11988;DB06650;DB00073;DB09336;DB00081;
Q96HJ5	932	MS4A3
P20273	933	CD22	DB04958;DB05889;DB12688;
P26842	939	CD27
P10747	940	CD28
P33681	941	CD80	DB01281;DB06681;DB11714;DB04901;
P42081	942	CD86	DB01281;DB00098;DB06681;
P28908	943	TNR8	DB08870;DB06324;
P32971	944	TNFL8
P20138	945	CD33	DB06318;DB00056;
O43699	946	SIGL6
P28906	947	CD34
P16671	948	CD36
Q8WTV0	949	SCRB1	DB14003;DB00144;DB11635;DB11251;DB00163;
Q14108	950	SCRB2
P11049	951	CD37
P28907	952	CD38	DB09331;
P49961	953	ENTP1
Q9Y5L3	954	ENTP2
O75354	955	ENTP6
O75355	956	ENTP3
O75356	957	ENTP5
P25942	958	TNR5	DB12589;DB06360;
P29965	959	CD40L	DB06475;
P16070	960	CD44	DB06550;DB08818;
Q08722	961	CD47
P09326	962	CD48
P19397	963	CD53
P19256	965	LFA3
P13987	966	CD59
P08962	967	CD63
P34810	968	CD68
Q07108	969	CD69
P32970	970	CD70
P21854	971	CD72
P04233	972	HG2A
P11912	973	CD79A
P40259	974	CD79B	DB12240;
P60033	975	CD81
P48960	976	AGRE5
P48509	977	CD151
P32320	978	CDD	DB03185;DB00928;DB01101;DB00987;DB00441;
P06493	983	CDK1	DB04014;DB03496;DB08142;DB12010;DB02950;DB02052;DB02116;DB06195;DB03428;
P21127	984	CD11B
P50851	987	LRBA
Q99459	988	CDC5L
Q16181	989	SEPT7
Q99741	990	CDC6
Q12834	991	CDC20
P30304	993	MPIP1
P30305	994	MPIP2	DB03661;
P30307	995	MPIP3
P30260	996	CDC27
P49427	997	UB2R1
P60953	998	CDC42	DB02623;DB04315;
P12830	999	CADH1
P19022	1000	CADH2
P22223	1001	CADH3
P55283	1002	CADH4
P33151	1003	CADH5	DB05685;DB00480;
P55285	1004	CADH6
Q9ULB5	1005	CADH7
P55286	1006	CADH8
Q9ULB4	1007	CADH9
Q9Y6N8	1008	CAD10
P55287	1009	CAD11
P55289	1010	CAD12
P55290	1012	CAD13
P55291	1013	CAD15
O75309	1014	CAD16
Q12864	1015	CAD17
Q13634	1016	CAD18
P24941	1017	CDK2	DB06888;DB03583;DB07054;DB07750;DB07761;DB07504;DB08463;DB08285;DB07889;DB07755;DB07751;DB07501;DB07137;DB07431;DB08094;DB08137;DB02963;DB06983;DB07529;DB02898;DB07595;DB07852;DB07622;DB06976;DB03663;DB08527;DB02603;DB08355;DB07024;DB07618;DB04288;DB02297;DB06948;DB07982;DB07179;DB08248;DB08309;DB04518;DB08535;DB07210;DB08536;DB08537;DB08539;DB08533;DB03490;DB08124;DB08126;DB03737;DB02915;DB02091;DB03019;DB08178;DB08182;DB02973;DB08241;DB08136;DB07687;DB02197;DB08673;DB03307;DB08134;DB06844;DB07731;DB03365;DB04407;DB01888;DB08219;DB07540;DB07531;DB07533;DB07538;DB07534;DB07539;DB08141;DB08125;DB07791;DB08572;DB07686;DB07685;DB07688;DB07065;DB08531;DB08534;DB07163;DB08140;DB07471;DB07493;DB08139;DB08132;DB08532;DB07606;DB07612;DB08247;DB08441;DB07203;DB08233;DB08312;DB02407;DB04006;DB02833;DB03496;DB08142;DB06616;DB08218;DB02950;DB02052;DB03801;DB04186;DB04101;DB08538;DB07790;DB06944;DB08768;DB08133;DB07936;DB02647;DB08677;DB08066;DB07562;DB02538;DB07220;DB07164;DB08122;DB08123;DB08135;DB07126;DB02116;DB04662;DB04607;DB02733;DB06195;DB02010;DB03428;DB04669;DB08694;DB08138;
Q00526	1018	CDK3
P11802	1019	CDK4	DB12001;DB03496;DB12010;DB09073;DB02733;DB11730;
Q00535	1020	CDK5	DB07364;DB04014;DB03496;DB02950;DB02052;DB02116;DB03428;
Q00534	1021	CDK6	DB07379;DB12001;DB03496;DB07795;DB09073;DB11730;
P50613	1022	CDK7	DB03496;DB02482;DB06195;DB05969;
P49336	1024	CDK8	DB03496;
P50750	1025	CDK9	DB03496;DB06195;
P38936	1026	CDN1A	DB01169;
P46527	1027	CDN1B
P49918	1028	CDN1C
P42771	1029	CDN2A
Q8N726	1029	ARF
P42772	1030	CDN2B
P42773	1031	CDN2C
P55273	1032	CDN2D
Q16667	1033	CDKN3
Q16878	1036	CDO1	DB00151;DB00157;
P51861	1038	CDR1
Q01850	1039	CDR2
Q92903	1040	CDS1
Q15517	1041	CDSN
P31358	1043	CD52	DB00087;
P47902	1044	CDX1
Q99626	1045	CDX2
O14627	1046	CDX4
O14967	1047	CLGN
P06731	1048	CEAM5	DB05097;DB08217;
P49715	1050	CEBPA
P17676	1051	CEBPB	DB04216;
P49716	1052	CEBPD
Q15744	1053	CEBPE
P53567	1054	CEBPG
P49450	1058	CENPA
P07199	1059	CENPB
Q03188	1060	CENPC
Q02224	1062	CENPE	DB06097;
P49454	1063	CENPF
P23141	1066	EST1	DB07821;DB08224;DB03056;DB06442;DB01086;DB01101;DB02659;DB01410;DB00758;DB00907;DB04838;DB06695;DB00647;DB01452;DB01039;DB11181;DB02161;DB00328;DB00762;DB00583;DB00454;DB06693;DB00688;DB03721;DB01183;DB00198;DB09269;DB01599;DB09342;DB00881;DB06201;DB11362;DB00382;DB00675;DB09299;DB04795;DB00519;
Q12798	1068	CETN1
P41208	1069	CETN2
O15182	1070	CETN3
P11597	1071	CETP	DB06281;
P23528	1072	COF1	DB11638;DB09130;DB04147;
Q9Y281	1073	COF2
P53634	1075	CATC
P13569	1080	CFTR	DB00171;DB00887;DB02587;DB04941;DB04522;DB09213;DB15444;DB01016;DB01050;DB08820;DB06266;DB09280;DB04395;DB11712;
P01215	1081	GLHA
P40198	1084	CEAM3
Q14002	1087	CEAM7
P31997	1088	CEAM8
O15335	1101	CHAD
O95199	1102	RCBT2
P28329	1103	CLAT	DB00122;DB14006;DB00184;
P18754	1104	RCC1
O14646	1105	CHD1	DB00445;
O14647	1106	CHD2
Q12873	1107	CHD3
Q14839	1108	CHD4
P17516	1109	AK1C4	DB13751;DB06077;DB00959;DB00461;DB00157;DB00717;DB00776;
O14757	1111	CHK1	DB07647;DB07648;DB07037;DB07243;DB07078;DB07654;DB07213;DB07314;DB07228;DB08781;DB08774;DB07311;DB07034;DB07038;DB08779;DB08393;DB08392;DB07959;DB07075;DB07025;DB07655;DB07320;DB06852;DB07336;DB08777;DB07158;DB08780;DB08778;DB06486;DB12010;DB08776;DB07653;DB06876;DB08683;DB05149;
O00409	1112	FOXN3
P10645	1113	CMGA
P05060	1114	SCG1
P36222	1116	CH3L1
Q15782	1117	CH3L2
P35790	1119	CHKA	DB00122;DB14006;
Q9Y259	1120	CHKB	DB00122;DB14006;
P24386	1121	RAE1
P26374	1122	RAE2
P15882	1123	CHIN
P52757	1124	CHIO
