DrugBankID_InteractorA	DrugBankID_InteractorB	Adverse
DB00747	DB00366	Y
DB00747	DB00921	Y
DB00747	DB08897	Y
DB00818	DB00425	Y
DB00818	DB01041	Y
DB00818	DB06204	Y
DB00818	DB05271	Y
DB00818	DB00268	Y
DB00818	DB01589	Y
DB00818	DB00413	Y
DB00818	DB01100	Y
DB00818	DB01173	Y
DB00818	DB00486	Y
DB00818	DB00370	Y
DB00818	DB00834	Y
DB00818	DB00683	Y
DB00818	DB01403	Y
DB00818	DB00653	Y
DB00818	DB00956	Y
DB00818	DB00450	Y
DB00818	DB00470	Y
DB00818	DB00366	Y
DB00818	DB00921	Y
DB00818	DB01238	Y
DB00371	DB00425	Y
DB00371	DB01392	Y
DB00371	DB01041	Y
DB00371	DB06204	Y
DB00371	DB05271	Y
DB00371	DB00268	Y
DB00371	DB00413	Y
DB00371	DB01173	Y
DB00371	DB01083	Y
DB00371	DB00486	Y
DB00371	DB00370	Y
DB00371	DB01403	Y
DB00371	DB00358	Y
DB00371	DB00653	Y
DB00371	DB00956	Y
DB00371	DB00450	Y
DB00371	DB00470	Y
DB00371	DB00366	Y
DB00371	DB00921	Y
DB01106	DB00425	Y
DB01106	DB00273	Y
DB01106	DB01409	Y
DB01106	DB01041	Y
DB01106	DB06204	Y
DB01106	DB05271	Y
DB01106	DB00268	Y
DB01106	DB00413	Y
DB01106	DB01173	Y
DB01106	DB00486	Y
DB01106	DB00370	Y
DB01106	DB06148	Y
DB01106	DB01233	Y
DB01106	DB00653	Y
DB01106	DB00956	Y
DB01106	DB00470	Y
DB01106	DB00366	Y
DB01106	DB00921	Y
DB01106	DB08897	Y
DB01202	DB00425	Y
DB01202	DB01041	Y
DB01202	DB06204	Y
DB01202	DB05271	Y
DB01202	DB00268	Y
DB01202	DB00413	Y
DB01202	DB01173	Y
DB01202	DB01083	Y
DB01202	DB00486	Y
DB01202	DB00370	Y
DB01202	DB06148	Y
DB01202	DB01403	Y
DB01202	DB00358	Y
DB01202	DB00653	Y
DB01202	DB00956	Y
DB01202	DB00450	Y
DB01202	DB00470	Y
DB01202	DB00366	Y
DB01202	DB00921	Y
DB01221	DB00425	Y
DB01221	DB01041	Y
DB01221	DB06204	Y
DB01221	DB05271	Y
DB01221	DB00268	Y
DB01221	DB01589	Y
DB01221	DB00413	Y
DB01221	DB01173	Y
DB01221	DB00486	Y
DB01221	DB00370	Y
DB01221	DB00834	Y
DB01221	DB01403	Y
DB01221	DB00653	Y
DB01221	DB00956	Y
DB01221	DB00450	Y
DB01221	DB00470	Y
DB01221	DB00366	Y
DB01221	DB01254	Y
DB01221	DB00872	Y
DB01221	DB00921	Y
DB00753	DB00425	Y
DB00753	DB01041	Y
DB00753	DB06204	Y
DB00753	DB05271	Y
DB00753	DB00268	Y
DB00753	DB00413	Y
DB00753	DB01173	Y
DB00753	DB00368	Y
DB00753	DB00486	Y
DB00753	DB00370	Y
DB00753	DB00834	Y
DB00753	DB00422	Y
DB00753	DB01403	Y
DB00753	DB00653	Y
DB00753	DB00956	Y
DB00753	DB00983	Y
DB00753	DB01363	Y
DB00753	DB00450	Y
DB00753	DB00470	Y
DB00753	DB00366	Y
DB00753	DB00988	Y
DB00753	DB00921	Y
DB00690	DB00425	Y
DB00690	DB01392	Y
DB00690	DB01041	Y
DB00690	DB06204	Y
DB00690	DB05271	Y
DB00690	DB00268	Y
DB00690	DB00413	Y
DB00690	DB01173	Y
DB00690	DB00334	Y
DB00690	DB00486	Y
DB00690	DB00370	Y
DB00690	DB00834	Y
DB00690	DB01403	Y
DB00690	DB00333	Y
DB00690	DB00653	Y
DB00690	DB00956	Y
DB00690	DB00450	Y
DB00690	DB00470	Y
DB00690	DB00366	Y
DB00690	DB01254	Y
DB00690	DB00872	Y
DB00690	DB00363	Y
DB00690	DB00921	Y
DB00690	DB00559	Y
DB00690	DB00673	Y
DB00402	DB00425	Y
DB00402	DB01041	Y
DB00402	DB06204	Y
DB00402	DB05271	Y
DB00402	DB00268	Y
DB00402	DB00413	Y
DB00402	DB01173	Y
DB00402	DB00486	Y
DB00402	DB00370	Y
DB00402	DB00834	Y
DB00402	DB01403	Y
DB00402	DB00653	Y
DB00402	DB00956	Y
DB00402	DB00450	Y
DB00402	DB00470	Y
DB00402	DB00366	Y
DB00402	DB01254	Y
DB00402	DB00872	Y
DB00402	DB00921	Y
DB00402	DB00559	Y
DB00402	DB00673	Y
DB01081	DB00425	Y
DB01081	DB00273	Y
DB01081	DB01409	Y
DB01081	DB01041	Y
DB01081	DB06204	Y
DB01081	DB05271	Y
DB01081	DB00268	Y
DB01081	DB01278	Y
DB01081	DB00413	Y
DB01081	DB01173	Y
DB01081	DB00486	Y
DB01081	DB00370	Y
DB01081	DB06148	Y
DB01081	DB01233	Y
DB01081	DB01403	Y
DB01081	DB00653	Y
DB01081	DB00956	Y
DB01081	DB00450	Y
DB01081	DB00470	Y
DB01081	DB00366	Y
DB01081	DB00921	Y
DB01081	DB08897	Y
DB01189	DB00425	Y
DB01189	DB01041	Y
DB01189	DB06204	Y
DB01189	DB05271	Y
DB01189	DB00268	Y
DB01189	DB00413	Y
DB01189	DB01173	Y
DB01189	DB00368	Y
DB01189	DB00486	Y
DB01189	DB00370	Y
DB01189	DB00834	Y
DB01189	DB00422	Y
DB01189	DB01403	Y
DB01189	DB00653	Y
DB01189	DB00956	Y
DB01189	DB00983	Y
DB01189	DB01363	Y
DB01189	DB00450	Y
DB01189	DB00470	Y
DB01189	DB00366	Y
DB01189	DB00988	Y
DB01189	DB00921	Y
DB01080	DB00425	Y
DB01080	DB01041	Y
DB01080	DB06204	Y
DB01080	DB05271	Y
DB01080	DB00268	Y
DB01080	DB00413	Y
DB01080	DB00252	Y
DB01080	DB01173	Y
DB01080	DB01083	Y
DB01080	DB00486	Y
DB01080	DB00370	Y
DB01080	DB06148	Y
DB01080	DB01403	Y
DB01080	DB00358	Y
DB01080	DB00653	Y
DB01080	DB00956	Y
DB01080	DB00450	Y
DB01080	DB00470	Y
DB01080	DB00366	Y
DB01080	DB01068	Y
DB01080	DB00921	Y
DB05294	DB01030	Y
DB05294	DB00794	Y
DB05294	DB00252	Y
DB05294	DB01174	Y
DB05294	DB06589	Y
DB05294	DB00834	Y
DB05294	DB01394	Y
DB05294	DB06616	Y
DB05294	DB00559	Y
DB05294	DB08916	Y
DB00897	DB00425	Y
DB00897	DB01392	Y
DB00897	DB00277	Y
DB00897	DB01041	Y
DB00897	DB06204	Y
DB00897	DB05271	Y
DB00897	DB00268	Y
DB00897	DB00413	Y
DB00897	DB00252	Y
DB00897	DB01173	Y
DB00897	DB00334	Y
DB00897	DB00486	Y
DB00897	DB00370	Y
DB00897	DB00834	Y
DB00897	DB01403	Y
DB00897	DB00333	Y
DB00897	DB00653	Y
DB00897	DB00677	Y
DB00897	DB00956	Y
DB00897	DB00450	Y
DB00897	DB00470	Y
DB00897	DB00366	Y
DB00897	DB01254	Y
DB00897	DB00872	Y
DB00897	DB00363	Y
DB00897	DB00921	Y
DB00897	DB00559	Y
DB00897	DB08873	Y
DB00897	DB03880	Y
DB00897	DB00673	Y
DB00897	DB01223	Y
DB00656	DB00285	Y
DB00656	DB00252	Y
DB00656	DB00898	Y
DB00656	DB08873	Y
DB08811	DB00277	Y
DB08811	DB00252	Y
DB08811	DB00334	Y
DB08811	DB00333	Y
DB08811	DB00363	Y
DB08811	DB01223	Y
DB01589	DB00425	Y
DB01589	DB01392	Y
DB01589	DB00277	Y
DB01589	DB01041	Y
DB01589	DB06204	Y
DB01589	DB01037	Y
DB01589	DB05271	Y
DB01589	DB00268	Y
DB01589	DB01069	Y
DB01589	DB00413	Y
DB01589	DB00252	Y
DB01589	DB01173	Y
DB01589	DB00334	Y
DB01589	DB00486	Y
DB01589	DB00370	Y
DB01589	DB01403	Y
DB01589	DB00333	Y
DB01589	DB00653	Y
DB01589	DB00762	Y
DB01589	DB00956	Y
DB01589	DB00450	Y
DB01589	DB00470	Y
DB01589	DB00366	Y
DB01589	DB00363	Y
DB01589	DB01156	Y
DB01589	DB00921	Y
DB01589	DB01223	Y
DB08901	DB00582	Y
DB08901	DB00794	Y
DB08901	DB00252	Y
DB08901	DB01174	Y
DB08901	DB01149	Y
DB08901	DB00872	Y
DB08901	DB00363	Y
DB08901	DB08873	Y
DB00842	DB00425	Y
DB00842	DB01392	Y
DB00842	DB01041	Y
DB00842	DB06204	Y
DB00842	DB05271	Y
DB00842	DB00268	Y
DB00842	DB00413	Y
DB00842	DB00252	Y
DB00842	DB01173	Y
DB00842	DB00334	Y
DB00842	DB00486	Y
DB00842	DB00370	Y
DB00842	DB01403	Y
DB00842	DB00333	Y
DB00842	DB00653	Y
DB00842	DB00956	Y
DB00842	DB00450	Y
DB00842	DB00470	Y
DB00842	DB00366	Y
DB00842	DB00363	Y
DB00842	DB00921	Y
DB01595	DB00425	Y
DB01595	DB01392	Y
DB01595	DB01041	Y
DB01595	DB06204	Y
DB01595	DB05271	Y
DB01595	DB00268	Y
DB01595	DB00413	Y
DB01595	DB00252	Y
DB01595	DB01173	Y
DB01595	DB01083	Y
DB01595	DB00334	Y
DB01595	DB00486	Y
DB01595	DB00370	Y
DB01595	DB01403	Y
DB01595	DB00333	Y
DB01595	DB00358	Y
DB01595	DB00653	Y
DB01595	DB00956	Y
DB01595	DB00450	Y
DB01595	DB00470	Y
DB01595	DB00366	Y
DB01595	DB00363	Y
DB01595	DB00921	Y
DB01110	DB00682	Y
DB01110	DB00252	Y
DB00358	DB00909	Y
DB00358	DB00313	Y
DB00358	DB01030	Y
DB00358	DB00273	Y
DB00358	DB00697	Y
DB00358	DB00468	Y
DB00358	DB00908	Y
DB00358	DB00794	Y
DB00358	DB01087	Y
DB00358	DB01100	Y
DB00358	DB00252	Y
DB00358	DB01174	Y
DB00358	DB00312	Y
DB00358	DB06589	Y
DB00358	DB00834	Y
DB00358	DB00653	Y
DB00358	DB06218	Y
DB00358	DB00956	Y
DB00358	DB00996	Y
DB00358	DB04841	Y
DB00358	DB00949	Y
DB00358	DB04953	Y
DB00358	DB00829	Y
DB00358	DB01254	Y
DB00358	DB00872	Y
DB00358	DB01394	Y
DB00358	DB01068	Y
DB00358	DB00349	Y
DB00358	DB00608	Y
DB00358	DB06616	Y
DB00358	DB00559	Y
DB00358	DB01238	Y
DB00358	DB00673	Y
DB00358	DB08916	Y
DB00358	DB00819	Y
DB00643	DB00252	Y
DB08932	DB00582	Y
DB08932	DB00794	Y
DB08932	DB00252	Y
DB08932	DB01174	Y
DB08932	DB01149	Y
DB08932	DB00834	Y
DB08932	DB01254	Y
DB08932	DB00872	Y
DB08932	DB00559	Y
DB08932	DB08873	Y
DB08932	DB00673	Y
DB01583	DB00252	Y
DB00279	DB00252	Y
DB00451	DB00364	Y
DB00451	DB00252	Y
DB00451	DB01083	Y
DB00451	DB01397	Y
DB01259	DB00582	Y
DB01259	DB01030	Y
DB01259	DB00794	Y
DB01259	DB01100	Y
DB01259	DB00252	Y
DB01259	DB01174	Y
DB01259	DB06589	Y
DB01259	DB01149	Y
DB01259	DB00834	Y
DB01259	DB00956	Y
DB01259	DB01254	Y
DB01259	DB00872	Y
DB01259	DB01394	Y
DB01259	DB06616	Y
DB01259	DB00559	Y
DB01259	DB08873	Y
DB01259	DB01238	Y
DB01259	DB00673	Y
DB01259	DB08916	Y
DB01587	DB00277	Y
DB01587	DB00252	Y
DB01587	DB00334	Y
DB01587	DB00333	Y
DB01587	DB00363	Y
DB01587	DB01223	Y
DB01159	DB00252	Y
DB00801	DB00277	Y
DB00801	DB00252	Y
DB00801	DB00334	Y
DB00801	DB00333	Y
DB00801	DB00363	Y
DB00801	DB01223	Y
DB01544	DB00277	Y
DB01544	DB00252	Y
DB01544	DB00334	Y
DB01544	DB00333	Y
DB01544	DB00363	Y
DB01544	DB01223	Y
DB01567	DB00277	Y
DB01567	DB00252	Y
DB01567	DB00334	Y
DB01567	DB00333	Y
DB01567	DB00363	Y
DB01567	DB01223	Y
DB04953	DB00425	Y
DB04953	DB01041	Y
DB04953	DB06204	Y
DB04953	DB05271	Y
DB04953	DB00268	Y
DB04953	DB00413	Y
DB04953	DB00252	Y
DB04953	DB01173	Y
DB04953	DB01083	Y
DB04953	DB00486	Y
DB04953	DB00370	Y
DB04953	DB00834	Y
DB04953	DB01403	Y
DB04953	DB00653	Y
DB04953	DB00956	Y
DB04953	DB00898	Y
DB04953	DB00450	Y
DB04953	DB00470	Y
DB04953	DB00366	Y
DB04953	DB00921	Y
DB01215	DB00425	Y
DB01215	DB01392	Y
DB01215	DB01041	Y
DB01215	DB06204	Y
DB01215	DB05271	Y
DB01215	DB00268	Y
DB01215	DB00413	Y
DB01215	DB00252	Y
DB01215	DB01173	Y
DB01215	DB00334	Y
DB01215	DB00486	Y
DB01215	DB00370	Y
DB01215	DB01403	Y
DB01215	DB00333	Y
DB01215	DB00653	Y
DB01215	DB00956	Y
DB01215	DB00450	Y
DB01215	DB00470	Y
DB01215	DB00366	Y
DB01215	DB00363	Y
DB01215	DB00921	Y
DB01559	DB00277	Y
DB01559	DB00252	Y
DB01559	DB00334	Y
DB01559	DB00333	Y
DB01559	DB00363	Y
DB01559	DB01223	Y
DB01068	DB00425	Y
DB01068	DB01392	Y
DB01068	DB00277	Y
DB01068	DB01041	Y
DB01068	DB06204	Y
DB01068	DB05271	Y
DB01068	DB00268	Y
DB01068	DB00413	Y
DB01068	DB00252	Y
DB01068	DB01173	Y
DB01068	DB01083	Y
DB01068	DB00334	Y
DB01068	DB00486	Y
DB01068	DB00370	Y
DB01068	DB00834	Y
DB01068	DB01403	Y
DB01068	DB00333	Y
DB01068	DB00653	Y
DB01068	DB00956	Y
DB01068	DB00450	Y
DB01068	DB00470	Y
DB01068	DB00366	Y
DB01068	DB01254	Y
DB01068	DB00872	Y
DB01068	DB00363	Y
DB01068	DB00921	Y
DB01068	DB00559	Y
DB01068	DB00673	Y
DB01068	DB01223	Y
DB01594	DB00277	Y
DB01594	DB00252	Y
DB01594	DB00334	Y
DB01594	DB00333	Y
DB01594	DB00363	Y
DB01594	DB01223	Y
DB00475	DB00425	Y
DB00475	DB01392	Y
DB00475	DB00277	Y
DB00475	DB01041	Y
DB00475	DB06204	Y
DB00475	DB05271	Y
DB00475	DB00268	Y
DB00475	DB00413	Y
DB00475	DB00252	Y
DB00475	DB01173	Y
DB00475	DB00334	Y
DB00475	DB00486	Y
DB00475	DB00370	Y
DB00475	DB00834	Y
DB00475	DB01403	Y
DB00475	DB00333	Y
DB00475	DB00653	Y
DB00475	DB00956	Y
DB00475	DB00450	Y
DB00475	DB00470	Y
DB00475	DB00366	Y
DB00475	DB00822	Y
DB00475	DB01254	Y
DB00475	DB00872	Y
DB00475	DB00363	Y
DB00475	DB00921	Y
DB00475	DB00559	Y
DB00475	DB00673	Y
DB00475	DB01223	Y
DB01327	DB01032	Y
DB01327	DB00252	Y
DB00518	DB00252	Y
DB00518	DB01174	Y
DB00315	DB01624	Y
DB00315	DB00246	Y
DB00315	DB00508	Y
DB00315	DB00831	Y
DB00315	DB01623	Y
DB00315	DB00679	Y
DB00315	DB00391	Y
DB00315	DB06144	Y
DB00315	DB00734	Y
DB00315	DB00409	Y
DB00315	DB01224	Y
DB00315	DB00571	Y
DB00315	DB00420	Y
DB00315	DB00433	Y
DB00315	DB01100	Y
DB00315	DB00850	Y
DB00315	DB01267	Y
DB00315	DB00904	Y
DB00315	DB00334	Y
DB00315	DB01618	Y
DB00315	DB01233	Y
DB00315	DB01403	Y
DB00315	DB00933	Y
DB00315	DB00408	Y
DB00315	DB00502	Y
DB00315	DB04842	Y
DB00315	DB00623	Y
DB00315	DB00875	Y
DB00315	DB06262	Y
DB00315	DB00450	Y
DB00315	DB00363	Y
DB00315	DB01239	Y
DB00315	DB00477	Y
DB00315	DB01038	Y
DB00315	DB00767	Y
DB00315	DB01238	Y
DB00315	DB06288	Y
DB00315	DB01063	Y
DB00315	DB01614	Y
DB00669	DB01624	Y
DB00669	DB00246	Y
DB00669	DB00508	Y
DB00669	DB00831	Y
DB00669	DB01623	Y
DB00669	DB00679	Y
DB00669	DB00391	Y
DB00669	DB06144	Y
DB00669	DB00734	Y
DB00669	DB00409	Y
DB00669	DB01224	Y
DB00669	DB00420	Y
DB00669	DB00433	Y
DB00669	DB01100	Y
DB00669	DB00850	Y
DB00669	DB01267	Y
DB00669	DB00904	Y
DB00669	DB00334	Y
DB00669	DB01618	Y
DB00669	DB01233	Y
DB00669	DB01403	Y
DB00669	DB00933	Y
DB00669	DB00408	Y
DB00669	DB00502	Y
DB00669	DB04842	Y
DB00669	DB00623	Y
DB00669	DB00875	Y
DB00669	DB06262	Y
DB00669	DB00450	Y
DB00669	DB00363	Y
DB00669	DB01239	Y
DB00669	DB00477	Y
DB00669	DB01038	Y
DB00669	DB00767	Y
DB00669	DB01238	Y
DB00669	DB06288	Y
DB00669	DB01063	Y
DB00669	DB01614	Y
DB00953	DB01624	Y
DB00953	DB00246	Y
DB00953	DB00508	Y
DB00953	DB00831	Y
DB00953	DB01623	Y
DB00953	DB00679	Y
DB00953	DB00391	Y
DB00953	DB06144	Y
DB00953	DB00734	Y
DB00953	DB00409	Y
DB00953	DB01224	Y
DB00953	DB00571	Y
DB00953	DB00420	Y
DB00953	DB00433	Y
DB00953	DB01100	Y
DB00953	DB00850	Y
DB00953	DB01267	Y
DB00953	DB00904	Y
DB00953	DB00334	Y
DB00953	DB01618	Y
DB00953	DB01233	Y
DB00953	DB01403	Y
DB00953	DB00933	Y
DB00953	DB00408	Y
DB00953	DB00502	Y
DB00953	DB04842	Y
DB00953	DB00623	Y
DB00953	DB00875	Y
DB00953	DB06262	Y
DB00953	DB00450	Y
DB00953	DB00363	Y
DB00953	DB01239	Y
DB00953	DB00477	Y
DB00953	DB01038	Y
DB00953	DB00767	Y
DB00953	DB01238	Y
DB00953	DB06288	Y
DB00953	DB01063	Y
DB00953	DB01614	Y
DB00952	DB01624	Y
DB00952	DB00246	Y
DB00952	DB00508	Y
DB00952	DB00831	Y
DB00952	DB01623	Y
DB00952	DB00679	Y
DB00952	DB00391	Y
DB00952	DB06144	Y
DB00952	DB00734	Y
DB00952	DB00409	Y
DB00952	DB01224	Y
DB00952	DB00420	Y
DB00952	DB00433	Y
DB00952	DB01100	Y
DB00952	DB00850	Y
DB00952	DB01267	Y
DB00952	DB00904	Y
DB00952	DB00334	Y
DB00952	DB01618	Y
DB00952	DB01233	Y
DB00952	DB01403	Y
DB00952	DB00933	Y
DB00952	DB00408	Y
DB00952	DB00502	Y
DB00952	DB04842	Y
DB00952	DB00623	Y
DB00952	DB00875	Y
DB00952	DB06262	Y
DB00952	DB00450	Y
DB00952	DB00363	Y
DB00952	DB01239	Y
DB00952	DB00477	Y
DB00952	DB01038	Y
DB00952	DB00767	Y
DB00952	DB01238	Y
DB00952	DB06288	Y
DB00952	DB01063	Y
DB00952	DB01614	Y
DB00353	DB01624	Y
DB00353	DB00246	Y
DB00353	DB00582	Y
DB00353	DB00508	Y
DB00353	DB00831	Y
DB00353	DB01623	Y
DB00353	DB00679	Y
DB00353	DB00391	Y
DB00353	DB06144	Y
DB00353	DB00734	Y
DB00353	DB00409	Y
DB00353	DB01224	Y
DB00353	DB00420	Y
DB00353	DB00433	Y
DB00353	DB01100	Y
DB00353	DB00850	Y
DB00353	DB01267	Y
DB00353	DB00904	Y
DB00353	DB00334	Y
DB00353	DB01618	Y
DB00353	DB00834	Y
DB00353	DB01233	Y
DB00353	DB01403	Y
DB00353	DB00933	Y
DB00353	DB00408	Y
DB00353	DB00677	Y
DB00353	DB00502	Y
DB00353	DB04842	Y
DB00353	DB00623	Y
DB00353	DB00875	Y
DB00353	DB00450	Y
DB00353	DB01254	Y
DB00353	DB00872	Y
DB00353	DB00363	Y
DB00353	DB01239	Y
DB00353	DB00477	Y
DB00353	DB01038	Y
DB00353	DB08873	Y
DB00353	DB00767	Y
DB00353	DB03880	Y
DB00353	DB01238	Y
DB00353	DB00673	Y
DB00353	DB06288	Y
DB00353	DB01063	Y
DB00353	DB01614	Y
DB00998	DB01624	Y
DB00998	DB00246	Y
DB00998	DB00508	Y
DB00998	DB00831	Y
DB00998	DB01623	Y
DB00998	DB00679	Y
DB00998	DB00391	Y
DB00998	DB06144	Y
DB00998	DB00734	Y
DB00998	DB00409	Y
DB00998	DB01224	Y
DB00998	DB00420	Y
DB00998	DB00433	Y
DB00998	DB01100	Y
DB00998	DB00850	Y
DB00998	DB01267	Y
DB00998	DB00904	Y
DB00998	DB00334	Y
DB00998	DB01618	Y
DB00998	DB01233	Y
DB00998	DB01403	Y
DB00998	DB00933	Y
DB00998	DB00408	Y
DB00998	DB00502	Y
DB00998	DB04842	Y
DB00998	DB00623	Y
DB00998	DB00875	Y
DB00998	DB06262	Y
DB00998	DB00450	Y
DB00998	DB00363	Y
DB00998	DB01239	Y
DB00998	DB00477	Y
DB00998	DB01038	Y
DB00998	DB00767	Y
DB00998	DB01238	Y
DB00998	DB06288	Y
DB00998	DB01063	Y
DB00998	DB01614	Y
DB01049	DB01624	Y
DB01049	DB00246	Y
DB01049	DB00582	Y
DB01049	DB00508	Y
DB01049	DB00831	Y
DB01049	DB01623	Y
DB01049	DB00679	Y
DB01049	DB00391	Y
DB01049	DB06144	Y
DB01049	DB00734	Y
DB01049	DB00409	Y
DB01049	DB01224	Y
DB01049	DB00420	Y
DB01049	DB00433	Y
DB01049	DB01100	Y
DB01049	DB00850	Y
DB01049	DB01267	Y
DB01049	DB00904	Y
DB01049	DB00334	Y
DB01049	DB01618	Y
DB01049	DB00834	Y
DB01049	DB01233	Y
DB01049	DB01403	Y
DB01049	DB00933	Y
DB01049	DB00408	Y
DB01049	DB00677	Y
DB01049	DB00502	Y
DB01049	DB04842	Y
DB01049	DB00623	Y
DB01049	DB00875	Y
DB01049	DB00450	Y
DB01049	DB01254	Y
DB01049	DB00872	Y
DB01049	DB00363	Y
DB01049	DB01239	Y
DB01049	DB00477	Y
DB01049	DB01038	Y
DB01049	DB08873	Y
DB01049	DB00767	Y
DB01049	DB03880	Y
DB01049	DB01238	Y
DB01049	DB00673	Y
DB01049	DB06288	Y
DB01049	DB01063	Y
DB01049	DB01614	Y
DB00248	DB01624	Y
DB00248	DB00246	Y
DB00248	DB00508	Y
DB00248	DB00831	Y
DB00248	DB01623	Y
DB00248	DB00679	Y
DB00248	DB00391	Y
DB00248	DB06144	Y
DB00248	DB00734	Y
DB00248	DB00409	Y
DB00248	DB01224	Y
DB00248	DB00420	Y
DB00248	DB00433	Y
DB00248	DB01100	Y
DB00248	DB00850	Y
DB00248	DB01267	Y
DB00248	DB00904	Y
DB00248	DB00334	Y
DB00248	DB01618	Y
DB00248	DB01233	Y
DB00248	DB01403	Y
DB00248	DB00933	Y
DB00248	DB00408	Y
DB00248	DB00502	Y
DB00248	DB04842	Y
DB00248	DB00623	Y
DB00248	DB00875	Y
DB00248	DB00450	Y
DB00248	DB00363	Y
DB00248	DB01239	Y
DB00248	DB00477	Y
DB00248	DB01038	Y
DB00248	DB00767	Y
DB00248	DB01238	Y
DB00248	DB06288	Y
DB00248	DB01063	Y
DB00248	DB01614	Y
DB00918	DB01624	Y
DB00918	DB00246	Y
DB00918	DB00582	Y
DB00918	DB00508	Y
DB00918	DB00831	Y
DB00918	DB01623	Y
DB00918	DB00679	Y
DB00918	DB00391	Y
DB00918	DB06144	Y
DB00918	DB00734	Y
DB00918	DB00409	Y
DB00918	DB01224	Y
DB00918	DB00420	Y
DB00918	DB00433	Y
DB00918	DB01100	Y
DB00918	DB00850	Y
DB00918	DB01267	Y
DB00918	DB00904	Y
DB00918	DB00334	Y
DB00918	DB01149	Y
DB00918	DB01618	Y
DB00918	DB01233	Y
DB00918	DB01403	Y
DB00918	DB00933	Y
DB00918	DB00408	Y
DB00918	DB00502	Y
DB00918	DB04842	Y
DB00918	DB00623	Y
DB00918	DB00875	Y
DB00918	DB06262	Y
DB00918	DB00450	Y
DB00918	DB00872	Y
DB00918	DB00363	Y
DB00918	DB01239	Y
DB00918	DB00477	Y
DB00918	DB01038	Y
DB00918	DB08873	Y
DB00918	DB00767	Y
DB00918	DB01238	Y
DB00918	DB06288	Y
DB00918	DB01063	Y
DB00918	DB01614	Y
DB01409	DB01624	Y
DB01409	DB00726	Y
DB01409	DB00831	Y
DB01409	DB00752	Y
DB01409	DB00273	Y
DB01409	DB01036	Y
DB01409	DB01623	Y
DB01409	DB00679	Y
DB01409	DB01001	Y
DB01409	DB00734	Y
DB01409	DB01224	Y
DB01409	DB00344	Y
DB01409	DB01069	Y
DB01409	DB00420	Y
DB01409	DB00433	Y
DB01409	DB01278	Y
DB01409	DB01100	Y
DB01409	DB00780	Y
DB01409	DB00850	Y
DB01409	DB01062	Y
DB01409	DB01173	Y
DB01409	DB00768	Y
DB01409	DB00334	Y
DB01409	DB00540	Y
DB01409	DB01171	Y
DB01409	DB06148	Y
DB01409	DB01233	Y
DB01409	DB01403	Y
DB01409	DB00934	Y
DB01409	DB00408	Y
DB01409	DB00455	Y
DB01409	DB01247	Y
DB01409	DB00332	Y
DB01409	DB00458	Y
DB01409	DB00502	Y
DB01409	DB00588	Y
DB01409	DB00875	Y
DB01409	DB06702	Y
DB01409	DB01288	Y
DB01409	DB00450	Y
DB01409	DB00366	Y
DB01409	DB00280	Y
DB01409	DB01151	Y
DB01409	DB00496	Y
DB01409	DB00434	Y
DB01409	DB01176	Y
DB01409	DB00363	Y
DB01409	DB01242	Y
DB01409	DB00283	Y
DB01409	DB00477	Y
DB01409	DB01114	Y
DB01409	DB00835	Y
DB01409	DB00245	Y
DB01409	DB00972	Y
DB01409	DB00543	Y
DB01409	DB00321	Y
DB01409	DB08897	Y
DB08897	DB01624	Y
DB08897	DB00726	Y
DB08897	DB00831	Y
DB08897	DB00752	Y
DB08897	DB00273	Y
DB08897	DB01036	Y
DB08897	DB01623	Y
DB08897	DB00679	Y
DB08897	DB01001	Y
DB08897	DB00734	Y
DB08897	DB01224	Y
DB08897	DB00344	Y
DB08897	DB01069	Y
DB08897	DB00420	Y
DB08897	DB00433	Y
DB08897	DB01278	Y
DB08897	DB01100	Y
DB08897	DB00780	Y
DB08897	DB00850	Y
DB08897	DB01062	Y
DB08897	DB01173	Y
DB08897	DB00768	Y
DB08897	DB00334	Y
DB08897	DB00540	Y
DB08897	DB01171	Y
DB08897	DB06148	Y
DB08897	DB01233	Y
DB08897	DB01403	Y
DB08897	DB00934	Y
DB08897	DB00408	Y
DB08897	DB00455	Y
DB08897	DB00920	Y
DB08897	DB01247	Y
DB08897	DB00332	Y
DB08897	DB00458	Y
DB08897	DB00502	Y
DB08897	DB00588	Y
DB08897	DB00875	Y
DB08897	DB06702	Y
DB08897	DB01288	Y
DB08897	DB00450	Y
DB08897	DB00366	Y
DB08897	DB00280	Y
DB08897	DB01151	Y
DB08897	DB00496	Y
DB08897	DB00434	Y
DB08897	DB01176	Y
DB08897	DB00363	Y
DB08897	DB01242	Y
DB08897	DB00283	Y
DB08897	DB00477	Y
DB08897	DB01114	Y
DB08897	DB00835	Y
DB08897	DB00245	Y
DB08897	DB00972	Y
DB08897	DB00543	Y
DB08897	DB00321	Y
DB00245	DB00273	Y
DB00245	DB01278	Y
DB00245	DB06148	Y
DB00245	DB01233	Y
DB08865	DB01198	Y
DB08865	DB00582	Y
DB08865	DB06684	Y
DB08865	DB01030	Y
DB08865	DB00877	Y
DB08865	DB06335	Y
DB08865	DB00938	Y
DB08865	DB08877	Y
DB08865	DB00243	Y
DB08865	DB00908	Y
DB08865	DB00794	Y
DB08865	DB01100	Y
DB08865	DB00337	Y
DB08865	DB00252	Y
DB08865	DB01174	Y
DB08865	DB06589	Y
DB08865	DB00497	Y
